Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
1985-12-31,85.0,85.5,84.5,84.5,149500.0,0.0,1.0,0.8619589452507374,0.8670292919875064,0.8568885985139683,0.8568885985139683,7176000.0
1985-12-30,84.5,85.25,84.0,85.0,150700.0,0.0,1.0,0.8568885985139683,0.8644941186191218,0.8518182517771993,0.8619589452507374,7233600.0
1985-12-27,84.0,84.62,84.0,84.5,192900.0,0.0,1.0,0.8518182517771993,0.8581054817307929,0.8518182517771993,0.8568885985139683,9259200.0
1985-12-26,83.5,84.12,83.5,83.63,101100.0,0.0,1.0,0.8467479050404302,0.8530351349940238,0.8467479050404302,0.8480661951919901,4852800.0
1985-12-24,84.12,84.12,83.25,83.5,127800.0,0.0,1.0,0.8530351349940238,0.8530351349940238,0.8442127316720457,0.8467479050404302,6134400.0
1985-12-23,84.75,84.75,83.63,84.12,245200.0,0.0,1.0,0.8594237718823529,0.8594237718823529,0.8480661951919901,0.8530351349940238,11769600.0
1985-12-20,85.62,86.38,84.75,84.75,551400.0,0.0,1.0,0.868246175204331,0.8759531022442199,0.8594237718823529,0.8594237718823529,26467200.0
1985-12-19,86.63,87.25,85.5,85.62,428800.0,0.0,1.0,0.8784882756126043,0.884775505566198,0.8670292919875064,0.868246175204331,20582400.0
1985-12-18,87.12,88.25,86.25,86.63,558700.0,0.0,1.0,0.8834572154146382,0.8949161990397362,0.8746348120926599,0.8784882756126043,26817600.0
1985-12-17,88.0,88.13,87.12,87.12,334000.0,0.0,1.0,0.8923810256713516,0.8936993158229115,0.8834572154146382,0.8834572154146382,16032000.0
1985-12-16,86.25,88.25,85.25,88.0,734300.0,0.0,1.0,0.8746348120926599,0.8949161990397362,0.8644941186191218,0.8923810256713516,35246400.0
1985-12-13,85.25,86.75,85.25,86.25,370000.0,0.0,1.0,0.8644941186191218,0.879705158829429,0.8644941186191218,0.8746348120926599,17760000.0
1985-12-12,86.25,86.38,84.75,84.75,257200.0,0.0,1.0,0.8746348120926599,0.8759531022442199,0.8594237718823529,0.8594237718823529,12345600.0
1985-12-11,85.38,86.63,85.38,86.25,532600.0,0.0,1.0,0.8658124087706818,0.8784882756126043,0.8658124087706818,0.8746348120926599,25564800.0
1985-12-10,84.62,85.75,84.62,85.38,488000.0,0.0,1.0,0.8581054817307929,0.8695644653558909,0.8581054817307929,0.8658124087706818,23424000.0
1985-12-09,83.63,85.0,83.38,84.62,385600.0,0.0,1.0,0.8480661951919901,0.8619589452507374,0.8455310218236056,0.8581054817307929,18508800.0
1985-12-06,84.0,84.0,83.25,83.63,277300.0,0.0,1.0,0.8518182517771993,0.8518182517771993,0.8442127316720457,0.8480661951919901,13310400.0
1985-12-05,83.75,85.0,83.75,84.25,324600.0,0.0,1.0,0.8492830784088148,0.8619589452507374,0.8492830784088148,0.8543534251455838,15580800.0
1985-12-04,82.38,83.88,82.25,83.63,317400.0,0.0,1.0,0.8353903283500675,0.8506013685603746,0.8340720381985076,0.8480661951919901,15235200.0
1985-12-03,82.0,83.75,82.0,82.38,317800.0,0.0,1.0,0.8315368648301231,0.8492830784088148,0.8315368648301231,0.8353903283500675,15254400.0
1985-12-02,83.12,83.12,82.0,82.0,246400.0,0.0,1.0,0.8428944415204858,0.8428944415204858,0.8315368648301231,0.8315368648301231,11827200.0
1985-11-29,84.12,84.25,83.12,83.25,119100.0,0.0,1.0,0.8530351349940238,0.8543534251455838,0.8428944415204858,0.8442127316720457,5716800.0
1985-11-27,82.75,84.75,82.5,84.12,506100.0,0.0,1.0,0.8391423849352767,0.8594237718823529,0.8366072115668921,0.8530351349940238,24292800.0
1985-11-26,81.37,82.75,81.37,82.75,176600.0,0.0,1.0,0.8251482279417941,0.8391423849352767,0.8251482279417941,0.8391423849352767,8476800.0
1985-11-25,81.88,81.88,81.25,81.37,124500.0,0.74,1.0,0.8303199816132985,0.8303199816132985,0.8239313447249695,0.8251482279417941,5976000.0
1985-11-22,81.25,82.5,80.75,82.13,347500.0,0.0,1.0,0.8165058277952841,0.8290674559152116,0.8114811765473132,0.825349213991713,16680000.0
1985-11-21,79.75,81.25,79.75,81.25,316500.0,0.0,1.0,0.8014318740513712,0.8165058277952841,0.8014318740513712,0.8165058277952841,15192000.0
1985-11-20,79.75,79.75,79.38,79.62,96500.0,0.0,1.0,0.8014318740513712,0.8014318740513712,0.7977136321278726,0.8001254647268988,4632000.0
1985-11-19,79.75,80.12,79.38,79.75,211600.0,0.0,1.0,0.8014318740513712,0.8051501159748697,0.7977136321278726,0.8014318740513712,10156800.0
1985-11-18,79.25,79.87,79.13,79.75,548600.0,0.0,1.0,0.7964072228034003,0.8026377903508843,0.7952013065038872,0.8014318740513712,26332800.0
1985-11-15,79.13,80.5,78.88,79.25,709700.0,0.0,1.0,0.7952013065038872,0.8089688509233277,0.7926889808799017,0.7964072228034003,34065600.0
1985-11-14,77.38,79.38,77.25,79.13,408100.0,0.0,1.0,0.7776150271359887,0.7977136321278726,0.7763086178115163,0.7952013065038872,19588800.0
1985-11-13,77.12,77.5,76.62,77.38,235000.0,0.0,1.0,0.7750022084870439,0.7788209434355018,0.7699775572390729,0.7776150271359887,11280000.0
1985-11-12,76.38,77.25,76.13,77.12,407200.0,0.0,1.0,0.7675657246400468,0.7763086178115163,0.7650533990160613,0.7750022084870439,19545600.0
1985-11-11,75.25,76.38,75.12,76.38,395000.0,0.0,1.0,0.7562100128196324,0.7675657246400468,0.75490360349516,0.7675657246400468,18960000.0
1985-11-08,74.75,75.5,74.5,75.25,364300.0,0.0,1.0,0.7511853615716614,0.7587223384436179,0.748673035947676,0.7562100128196324,17486400.0
1985-11-07,74.75,75.37,74.5,74.75,650700.0,0.0,1.0,0.7511853615716614,0.7574159291191455,0.748673035947676,0.7511853615716614,31233600.0
1985-11-06,74.5,75.0,74.12,74.75,555700.0,0.0,1.0,0.748673035947676,0.7536976871956469,0.744854300999218,0.7511853615716614,26673600.0
1985-11-05,72.88,74.75,72.88,74.5,300900.0,0.0,1.0,0.73239316590425,0.7511853615716614,0.73239316590425,0.748673035947676,14443200.0
1985-11-04,72.62,72.88,72.5,72.88,375300.0,0.0,1.0,0.729780347255305,0.73239316590425,0.728574430955792,0.73239316590425,18014400.0
1985-11-01,71.63,72.88,71.5,72.62,361200.0,0.0,1.0,0.7198315377843225,0.73239316590425,0.7185251284598501,0.729780347255305,17337600.0
1985-10-31,72.12,72.12,71.5,71.63,120900.0,0.0,1.0,0.7247556960073341,0.7247556960073341,0.7185251284598501,0.7198315377843225,5803200.0
1985-10-30,72.12,72.5,72.12,72.25,243100.0,0.0,1.0,0.7247556960073341,0.728574430955792,0.7247556960073341,0.7260621053318065,11668800.0
1985-10-29,71.38,72.12,71.25,72.12,273600.0,0.0,1.0,0.717319212160337,0.7247556960073341,0.7160128028358645,0.7247556960073341,13132800.0
1985-10-28,71.25,71.38,71.0,71.38,78800.0,0.0,1.0,0.7160128028358645,0.717319212160337,0.713500477211879,0.717319212160337,3782400.0
1985-10-25,71.25,71.63,71.12,71.25,98700.0,0.0,1.0,0.7160128028358645,0.7198315377843225,0.7147063935113922,0.7160128028358645,4737600.0
1985-10-24,71.25,72.0,71.25,71.25,269900.0,0.0,1.0,0.7160128028358645,0.7235497797078211,0.7160128028358645,0.7160128028358645,12955200.0
1985-10-23,71.12,71.38,71.0,71.25,96900.0,0.0,1.0,0.7147063935113922,0.717319212160337,0.713500477211879,0.7160128028358645,4651200.0
1985-10-22,70.75,71.38,70.75,71.12,109300.0,0.0,1.0,0.7109881515878936,0.717319212160337,0.7109881515878936,0.7147063935113922,5246400.0
1985-10-21,71.0,71.0,70.62,70.75,106200.0,0.0,1.0,0.713500477211879,0.713500477211879,0.7096817422634212,0.7109881515878936,5097600.0
1985-10-18,71.25,71.38,70.87,71.0,227100.0,0.0,1.0,0.7160128028358645,0.717319212160337,0.7121940678874067,0.713500477211879,10900800.0
1985-10-17,71.12,71.25,70.75,71.25,258000.0,0.0,1.0,0.7147063935113922,0.7160128028358645,0.7109881515878936,0.7160128028358645,12384000.0
1985-10-16,71.0,71.38,70.75,71.12,152800.0,0.0,1.0,0.713500477211879,0.717319212160337,0.7109881515878936,0.7147063935113922,7334400.0
1985-10-15,70.87,71.38,70.62,71.0,258700.0,0.0,1.0,0.7121940678874067,0.717319212160337,0.7096817422634212,0.713500477211879,12417600.0
1985-10-14,70.25,70.87,70.0,70.87,182200.0,0.0,1.0,0.7059635003399226,0.7121940678874067,0.7034511747159371,0.7121940678874067,8745600.0
1985-10-11,69.88,70.62,69.75,70.25,200000.0,0.0,1.0,0.702245258416424,0.7096817422634212,0.7009388490919516,0.7059635003399226,9600000.0
1985-10-10,69.62,70.0,69.37,69.88,1117000.0,0.0,1.0,0.6996324397674792,0.7034511747159371,0.6971201141434937,0.702245258416424,53616000.0
1985-10-09,69.5,69.88,69.12,69.62,258200.0,0.0,1.0,0.6984265234679662,0.702245258416424,0.6946077885195082,0.6996324397674792,12393600.0
